Order_ID,Customer_Name,City,Restaurant_Name,Cuisine,Order_Amount,Delivery_Time_Min,Rating,Payment_Method,Delivery_Status,Discount_Percent,Order_Date,Customer_Age,Distance_km
ZM104350,Neysa Gola,Bangalore,"Reddy, Gala And Lad Restaurant",Biryani,385.71,60.0,4.0,Card,Pending,15.0,2025-05-28,38.5,20.7
ZM104351,Stuvan Bhalla,Delhi,"Garde, Sawhney And Jani Restaurant",Chinese,1361.53,88.0,3.0,Card,Pending,0.0,2026-01-22,27.0,20.5
ZM104352,Dhruv Batra,Hyderabad,Mangat Ltd Restaurant,Biryani,472.81,44.0,3.0,Upi,Pending,10.0,2026-02-16,55.0,7.3
ZM104353,Unknown,Mumbai,Zachariah And Sons Restaurant,Italian,1107.64,62.0,2.0,Card,Cancelled,15.0,2025-08-07,35.0,15.3
ZM104354,Shlok Sangha,Mumbai,Jani-Thaker Restaurant,Biryani,1299.75,39.0,3.0,Cash,Delivered,15.0,2025-12-20,52.0,12.6
ZM104355,Nayantara Anand,Na,"Malhotra, Bansal And Chandran Restaurant",South Indian,949.65,40.0,2.0,Upi,Cancelled,15.0,2025-11-15,31.0,21.6
ZM104356,Jivin Devi,Mumbai,Deol-Agrawal Restaurant,Desserts,977.19,60.0,3.0,Upi,Cancelled,5.0,2025-10-11,41.0,3.1
ZM104357,Jayan Behl,Chandigarh,Tiwari Ltd Restaurant,South Indian,542.2,62.0,3.0,Upi,Delivered,10.0,2025-08-11,39.0,8.3
ZM104358,Piya Choudhary,Jaipur,Batra-Bath Restaurant,Chinese,697.58,32.0,1.0,Cash,Delivered,5.0,2026-04-16,23.0,11.9
ZM104359,Hrishita Krishnan,Na,Sarkar-Balakrishnan Restaurant,Desserts,242.38,83.0,3.0,Wallet,Cancelled,10.0,2025-08-11,18.0,1.4
ZM104360,Siya Kumar,Delhi,Dara-Kar Restaurant,Desserts,2317.57,80.0,3.0,Card,Cancelled,0.0,2025-06-30,24.0,16.0
ZM104361,Lakshit Viswanathan,Mumbai,Joshi-Grover Restaurant,North Indian,2349.23,41.0,4.0,Card,Delivered,0.0,2025-11-26,33.0,11.6
ZM104362,Siya Dey,Mumbai,Setty Ltd Restaurant,Fast Food,1899.13,31.0,1.0,Upi,Delivered,0.0,2026-02-06,18.0,21.1
ZM104363,Ishita Sane,Pune,"Chahal, Gokhale And Bassi Restaurant",Chinese,1704.21,54.0,2.0,Upi,Cancelled,5.0,2026-02-03,42.0,17.8
ZM104364,Zara Kota,Hyderabad,"Brahmbhatt, Balan And Krish Restaurant",Italian,1126.08,75.0,3.0,Wallet,Pending,5.0,2025-06-06,21.0,1.1
ZM104366,Kabir Sani,Delhi,"Mannan, Brahmbhatt And Yohannan Restaurant",Cafe,1366.72,43.0,2.0,Cash,Pending,0.0,2025-09-21,18.0,22.1
ZM104367,Indrajit Kibe,Bangalore,Chana-Sawhney Restaurant,South Indian,442.69,25.0,1.0,Wallet,Delivered,0.0,2025-12-26,53.0,23.8
ZM104368,Vritika Ben,Na,Kuruvilla Plc Restaurant,Chinese,1316.1093020833334,27.0,1.0,Wallet,Delivered,0.0,2025-05-15,56.0,13.4
ZM104369,Unknown,Na,"Dayal, Kari And Hora Restaurant",Italian,1516.8,73.0,3.0,Wallet,Pending,10.0,2025-07-30,24.0,2.2
ZM104370,Baiju Gara,Na,Shetty Inc Restaurant,Fast Food,2299.79,45.0,3.0,Wallet,Delivered,15.0,2025-12-07,48.0,5.3
ZM104371,Sana Bahri,Pune,Zacharia Ltd Restaurant,Italian,2075.74,73.0,3.0,Upi,Pending,0.0,2025-06-01,35.0,20.6
ZM104372,Faiyaz Chawla,Na,"Jain, Dhaliwal And Mandal Restaurant",Fast Food,2210.87,68.0,1.0,Upi,Cancelled,5.0,2026-01-02,45.0,12.4
ZM104373,Saksham Kari,Kolkata,Zacharia-Krishna Restaurant,South Indian,507.19,55.0,3.0,Card,Pending,15.0,2025-05-15,51.0,6.0
ZM104374,Jayesh Doctor,Chandigarh,Baria-Bhattacharyya Restaurant,Chinese,1316.1093020833334,71.0,3.0,Cash,Pending,10.0,2026-03-15,32.0,21.5
ZM104375,Nirvaan Master,Jaipur,Shanker Plc Restaurant,Italian,685.08,31.0,3.0,Wallet,Cancelled,5.0,2025-11-23,19.0,16.3
ZM104376,Unknown,Pune,Ganesh And Sons Restaurant,Desserts,1924.07,16.0,3.0,Upi,Pending,0.0,2026-03-03,27.0,4.0
ZM104377,Hazel Upadhyay,Delhi,Wason Plc Restaurant,Fast Food,1600.38,87.0,4.0,Upi,Delivered,0.0,2026-01-02,24.0,10.9
ZM104378,Jhanvi Kadakia,Bangalore,Gandhi And Sons Restaurant,Desserts,1868.51,86.0,3.0,Upi,Pending,0.0,2025-10-27,24.0,22.2
ZM104379,Ahana  Chauhan,Pune,"Bava, Lad And Goda Restaurant",Chinese,1305.32,63.0,3.0,Wallet,Cancelled,20.0,2025-06-09,37.0,14.5
ZM104380,Indrajit Saraf,Na,"Khanna, Solanki And Krishnamurthy Restaurant",North Indian,2391.7,73.0,5.0,Wallet,Pending,15.0,2025-10-05,52.0,18.1
ZM104381,Siya Karpe,Jaipur,"Mahajan, Singh And Buch Restaurant",Biryani,2493.79,28.0,4.0,Wallet,Pending,20.0,2025-12-05,50.0,23.2
ZM104382,Dishani Swamy,Delhi,"Goyal, Lad And Badal Restaurant",Chinese,453.33,20.0,5.0,Wallet,Pending,15.0,2026-02-22,32.0,8.5
ZM104383,Mishti Thaker,Hyderabad,Rajagopalan Group Restaurant,Biryani,2018.86,85.0,4.0,Upi,Delivered,10.0,2026-04-10,21.0,7.4
ZM104384,Neelofar Golla,Kolkata,"Bhasin, Koshy And Kulkarni Restaurant",North Indian,1646.34,26.0,3.0,Cash,Delivered,10.0,2026-02-01,50.0,2.5
ZM104385,Reyansh Warrior,Delhi,Ramanathan And Sons Restaurant,Desserts,1291.0,21.0,3.0,Cash,Delivered,0.0,2025-07-27,52.0,7.6
ZM104386,Ranbir Jhaveri,Pune,Raman Inc Restaurant,Fast Food,1167.36,19.0,3.0,Card,Delivered,20.0,2025-08-09,40.0,24.9
ZM104387,Damini Ghose,Kolkata,Hegde-Krishnamurthy Restaurant,South Indian,790.55,23.0,5.0,Upi,Cancelled,10.0,2025-12-02,33.0,11.5
ZM104388,Hansh Suri,Delhi,Sachar Ltd Restaurant,North Indian,951.58,22.0,3.0,Cash,Cancelled,0.0,2025-08-17,48.0,17.0
ZM104389,Divyansh Kadakia,Chandigarh,Vig-Deshmukh Restaurant,Cafe,2372.78,42.0,3.0,Upi,Cancelled,10.0,2025-08-24,18.0,24.5
ZM104390,Alisha Khosla,Na,Issac Ltd Restaurant,Biryani,1316.1093020833334,45.0,3.0,Wallet,Pending,5.0,2026-04-16,33.0,21.0
ZM104391,Unknown,Mumbai,Bhatnagar-Bedi Restaurant,North Indian,1053.53,20.0,3.0,Card,Pending,10.0,2025-06-19,22.0,7.7
ZM104392,Adira Cheema,Mumbai,"Doctor, Sama And Ahuja Restaurant",Chinese,1063.59,20.0,3.0,Wallet,Pending,0.0,2026-02-07,53.0,11.0
ZM104393,Ranbir Dayal,Hyderabad,Kar Group Restaurant,Biryani,2220.64,48.0,3.0,Upi,Pending,0.0,2026-02-15,57.0,10.2
ZM104394,Nakul Ramanathan,Mumbai,Shroff-Banerjee Restaurant,Chinese,1044.61,68.0,4.0,Upi,Delivered,10.0,2026-01-16,33.0,8.0
ZM104395,Mahika Sankar,Chandigarh,Krish And Sons Restaurant,South Indian,1935.33,49.0,3.0,Upi,Cancelled,15.0,2026-02-15,55.0,11.0
ZM104396,Aniruddh Krishnan,Na,"Gulati, Sankar And Thaman Restaurant",Desserts,920.46,28.0,3.0,Wallet,Cancelled,15.0,2026-03-26,59.0,16.1
ZM104397,Anika D’Alia,Mumbai,Edwin-Bahl Restaurant,Biryani,2230.12,18.0,3.0,Upi,Pending,0.0,2025-05-26,52.0,3.4
ZM104398,Heer Virk,Delhi,"Banerjee, Khare And Sachdeva Restaurant",Italian,1397.8,33.0,5.0,Wallet,Delivered,15.0,2025-11-19,48.0,10.8
ZM104399,Tanya Ganesh,Delhi,"Subramanian, Varma And Shere Restaurant",North Indian,1697.75,29.0,3.0,Wallet,Pending,20.0,2025-11-17,37.0,11.7
ZM104400,Zaina Jha,Na,Mani Plc Restaurant,North Indian,952.02,54.0,3.0,Wallet,Delivered,15.0,2025-06-15,44.0,9.3
ZM104401,Anika Basak,Bangalore,"Banerjee, Sundaram And Deol Restaurant",North Indian,2281.76,50.0,3.0,Cash,Pending,0.0,2026-03-03,36.0,10.2
ZM104402,Mehul Jaggi,Chandigarh,Sule Ltd Restaurant,Desserts,323.13,84.0,1.0,Card,Cancelled,0.0,2025-09-07,42.0,9.1
ZM104403,Jivin Jayaraman,Na,"Ganguly, Srinivas And Anne Restaurant",Italian,1207.92,26.0,3.0,Upi,Cancelled,5.0,2025-08-06,24.0,24.3
ZM104404,Raunak Kunda,Delhi,Sani-Agrawal Restaurant,Fast Food,2495.63,36.0,3.0,Cash,Delivered,10.0,2025-07-06,38.5,7.1
ZM104405,Anvi Amble,Delhi,"Walla, Devi And Bhargava Restaurant",Italian,2368.66,28.0,4.0,Card,Delivered,10.0,2026-04-30,28.0,6.2
ZM104406,Arhaan Warrior,Chandigarh,"Banerjee, Kaul And Manda Restaurant",Chinese,2200.22,89.0,3.0,Upi,Cancelled,0.0,2026-04-11,58.0,19.4
ZM104407,Yuvraj  Sarin,Chandigarh,Vig-Mangat Restaurant,Chinese,1820.67,63.0,1.0,Card,Delivered,0.0,2025-06-09,39.0,8.4
ZM104408,Aarav Sandhu,Hyderabad,Borde Llc Restaurant,Chinese,2109.7,87.0,4.0,Wallet,Pending,0.0,2025-05-17,50.0,2.8
ZM104409,Anvi Chowdhury,Jaipur,Mall-Gandhi Restaurant,Biryani,810.6,15.0,1.0,Cash,Delivered,5.0,2025-10-02,52.0,12.7
ZM104410,Anika Bedi,Na,"Sidhu, Deol And Upadhyay Restaurant",South Indian,1491.25,22.0,2.0,Upi,Cancelled,10.0,2025-10-12,50.0,3.1
ZM104411,Bhamini Sani,Kolkata,"Shere, Comar And Dalal Restaurant",South Indian,2301.5,88.0,3.0,Card,Pending,0.0,2025-10-14,59.0,11.9
ZM104412,Anaya Malhotra,Delhi,Arora Plc Restaurant,North Indian,2280.38,22.0,3.0,Wallet,Cancelled,15.0,2026-02-27,32.0,22.5
ZM104413,Farhan Gaba,Na,Korpal Llc Restaurant,Biryani,311.38,73.0,3.0,Card,Delivered,0.0,2026-05-03,57.0,23.3
ZM104414,Khushi Borra,Na,Kanda-Deo Restaurant,Desserts,322.88,81.0,2.0,Card,Pending,10.0,2026-01-02,59.0,13.2
ZM104415,Nayantara Ratti,Delhi,Kapur-Dugar Restaurant,North Indian,1738.68,33.0,3.0,Card,Cancelled,0.0,2025-07-23,57.0,16.1
ZM104416,Shlok Verma,Mumbai,Shanker-Tripathi Restaurant,Cafe,1903.3,17.0,3.0,Upi,Cancelled,10.0,2025-10-18,46.0,17.8
ZM104417,Farhan Chaudhuri,Kolkata,Bhatti Llc Restaurant,Chinese,2465.21,36.0,1.0,Cash,Cancelled,5.0,2025-10-21,59.0,11.0
ZM104418,Darshit Sani,Kolkata,Rau Group Restaurant,South Indian,499.29,59.0,1.0,Wallet,Delivered,15.0,2025-12-05,57.0,3.9
ZM104419,Aarna Mallick,Delhi,Kota-Sarraf Restaurant,North Indian,2432.68,90.0,3.0,Card,Pending,20.0,2026-03-15,24.0,3.0
ZM104420,Prisha Chauhan,Delhi,Sachdeva Llc Restaurant,North Indian,2189.27,90.0,2.0,Cash,Delivered,0.0,2026-05-14,34.0,21.2
ZM104421,Jiya Dayal,Hyderabad,Kapoor-Kanda Restaurant,Desserts,1694.89,56.0,5.0,Wallet,Pending,5.0,2025-07-21,57.0,5.2
ZM104422,Alisha Brahmbhatt,Delhi,Malhotra-Shetty Restaurant,North Indian,1192.7,74.0,3.0,Wallet,Delivered,0.0,2026-02-05,22.0,17.7
ZM104423,Aniruddh Chowdhury,Kolkata,Raja-Dyal Restaurant,Biryani,1420.99,69.0,3.0,Wallet,Delivered,15.0,2025-05-16,38.5,8.3
ZM104424,Tejas Bath,Hyderabad,Sahni-Sharaf Restaurant,Biryani,672.07,20.0,3.0,Wallet,Cancelled,0.0,2025-12-30,56.0,8.4
ZM104425,Hazel Thakur,Mumbai,Soni Inc Restaurant,Fast Food,2411.97,62.0,3.0,Cash,Pending,5.0,2026-02-10,38.5,5.9
ZM104426,Dharmajan Gara,Jaipur,"Bedi, Mahajan And Samra Restaurant",Biryani,304.42,57.0,3.0,Wallet,Pending,15.0,2025-07-07,54.0,11.7
ZM104427,Jivin Chacko,Bangalore,Raman-Suresh Restaurant,South Indian,1851.02,50.0,1.0,Cash,Delivered,5.0,2026-02-22,51.0,22.7
ZM104428,Kabir Sarraf,Mumbai,"Desai, Dhaliwal And Mand Restaurant",Fast Food,1184.04,55.0,1.0,Upi,Delivered,10.0,2026-04-07,38.5,8.2
ZM104429,Gatik Babu,Mumbai,Ganguly-Lall Restaurant,North Indian,1485.91,71.0,3.0,Card,Pending,0.0,2025-12-07,24.0,23.2
ZM104430,Nayantara Kata,Mumbai,"Tandon, Mann And Sem Restaurant",Chinese,1316.1093020833334,72.0,1.0,Cash,Cancelled,0.0,2026-01-31,22.0,10.9
ZM104431,Kanav Dash,Kolkata,Date-Sandal Restaurant,Biryani,486.13,49.0,3.0,Wallet,Pending,10.0,2025-07-07,18.0,12.1
ZM104432,Lavanya Dhar,Kolkata,"Chakraborty, Suri And Yohannan Restaurant",Italian,1526.92,32.0,3.0,Upi,Pending,5.0,2026-03-15,43.0,16.6
ZM104433,Saksham Wagle,Chandigarh,Shanker Inc Restaurant,Fast Food,1188.76,61.0,3.0,Cash,Delivered,5.0,2025-10-25,23.0,9.8
ZM104434,Indranil Bawa,Kolkata,"Shetty, Chakrabarti And Sane Restaurant",Fast Food,2014.35,54.0,4.0,Upi,Delivered,10.0,2025-07-05,52.0,18.9
ZM104435,Gatik Das,Bangalore,"Ratta, Dubey And Korpal Restaurant",South Indian,2448.38,19.0,5.0,Wallet,Delivered,0.0,2025-10-29,36.0,23.2
ZM104436,Zaina Halder,Bangalore,Saraf-Sampath Restaurant,Fast Food,1392.26,20.0,2.0,Wallet,Pending,0.0,2025-09-30,56.0,19.8
ZM104437,Aayush Halder,Delhi,"Bahri, Savant And Batra Restaurant",Fast Food,898.91,35.0,3.0,Wallet,Pending,5.0,2025-09-07,22.0,22.8
ZM104438,Unknown,Na,Dara And Sons Restaurant,South Indian,1150.29,45.0,3.0,Upi,Cancelled,5.0,2025-09-04,43.0,19.6
ZM104439,Yashvi Sawhney,Delhi,Srinivasan-Soman Restaurant,Chinese,1822.16,73.0,2.0,Upi,Delivered,10.0,2026-02-16,19.0,24.8
ZM104440,Stuvan Trivedi,Mumbai,Shanker-Gupta Restaurant,Desserts,407.75,70.0,3.0,Upi,Cancelled,10.0,2025-10-28,43.0,3.3
ZM104441,Zeeshan Bedi,Bangalore,Khosla Inc Restaurant,Desserts,1004.42,21.0,3.0,Cash,Delivered,5.0,2025-12-27,26.0,17.0
ZM104442,Ivan Johal,Mumbai,"Chowdhury, Guha And Rastogi Restaurant",Biryani,2401.05,66.0,3.0,Wallet,Delivered,5.0,2026-03-04,45.0,21.0
ZM104443,Ryan Solanki,Jaipur,"Dara, Sharma And Kadakia Restaurant",Italian,1371.04,72.0,5.0,Upi,Cancelled,15.0,2025-07-28,52.0,24.5
ZM104444,Fateh Sura,Bangalore,Tiwari And Sons Restaurant,Desserts,1269.07,16.0,2.0,Card,Cancelled,0.0,2026-03-18,38.5,21.1
ZM104445,Siya Sahni,Hyderabad,"Sehgal, Char And Dhar Restaurant",Italian,2289.06,86.0,2.0,Cash,Pending,15.0,2025-09-23,56.0,6.2
ZM104446,Anahita Mammen,Kolkata,Chander Inc Restaurant,South Indian,1138.34,35.0,2.0,Card,Delivered,5.0,2025-07-30,26.0,10.4
ZM104447,Samarth Sani,Bangalore,Karpe-Khalsa Restaurant,Italian,890.86,59.0,4.0,Cash,Cancelled,20.0,2026-05-11,58.0,6.5
ZM104448,Renee Ramesh,Jaipur,Gole And Sons Restaurant,Italian,1125.5,42.0,1.0,Upi,Cancelled,10.0,2026-02-23,30.0,4.3
ZM104449,Khushi Majumdar,Jaipur,"Sabharwal, Dhawan And Datta Restaurant",North Indian,1225.63,66.0,3.0,Wallet,Cancelled,20.0,2025-06-03,34.0,18.1
ZM104450,Lakshay Johal,Na,Rajagopal-Sanghvi Restaurant,Cafe,2475.7,25.0,1.0,Wallet,Cancelled,20.0,2025-05-23,20.0,15.7
ZM104451,Yashvi Sur,Mumbai,Shanker-Bala Restaurant,South Indian,983.59,90.0,1.0,Upi,Pending,15.0,2025-09-03,51.0,52.38657551274083
ZM104452,Advik Randhawa,Na,Lal Group Restaurant,Cafe,2107.24,15.0,4.0,Wallet,Delivered,0.0,2025-08-04,27.0,24.5
ZM104453,Jivika Rao,Na,Chaudhry-Sagar Restaurant,Fast Food,2393.68,16.0,3.0,Wallet,Pending,15.0,2025-09-13,42.0,23.1
ZM104454,Elakshi Sahni,Delhi,"Bala, Malhotra And Dey Restaurant",South Indian,2062.89,48.0,3.0,Wallet,Pending,5.0,2025-12-20,27.0,1.4
ZM104455,Jiya Ganesh,Hyderabad,"Bobal, Johal And Krishnan Restaurant",Desserts,1891.35,54.0,2.0,Card,Pending,20.0,2025-06-22,49.0,17.2
ZM104456,Veer Sahota,Kolkata,Datta Llc Restaurant,Fast Food,892.74,62.0,1.0,Wallet,Cancelled,20.0,2025-12-19,44.0,14.9
ZM104457,Zoya Krish,Bangalore,"Krish, Dhillon And Srivastava Restaurant",Chinese,2024.73,54.0,3.0,Card,Pending,5.0,2025-06-28,36.0,10.6
ZM104458,Nirvaan Shroff,Mumbai,Butala-Upadhyay Restaurant,Desserts,1655.35,34.0,3.0,Card,Pending,20.0,2025-12-17,49.0,15.8
ZM104459,Mehul Chad,Jaipur,"Bhatia, Ramachandran And Chanda Restaurant",Chinese,2001.11,23.0,5.0,Upi,Pending,0.0,2025-10-11,42.0,18.5
ZM104460,Zaina Cherian,Mumbai,Bhakta Ltd Restaurant,Italian,2422.39,24.0,4.0,Wallet,Pending,20.0,2025-08-02,41.0,24.7
ZM104461,Ranbir Goda,Kolkata,"Gandhi, Luthra And Bhasin Restaurant",Desserts,1743.99,75.0,2.0,Wallet,Pending,15.0,2026-02-16,38.5,22.5
ZM104462,Heer Grewal,Delhi,Kalita And Sons Restaurant,Desserts,1870.61,44.0,3.0,Card,Pending,20.0,2026-04-18,24.0,12.2
ZM104463,Alisha Kota,Mumbai,"Roy, Ravi And Dass Restaurant",Italian,300.07,89.0,3.0,Cash,Cancelled,10.0,2025-07-18,58.0,24.6
ZM104464,Aradhya Bobal,Pune,Borra-Brahmbhatt Restaurant,Italian,256.45,56.0,3.0,Wallet,Delivered,0.0,2026-03-14,18.0,13.4
ZM104465,Hiran Bawa,Mumbai,Maharaj And Sons Restaurant,Chinese,217.71,34.0,3.0,Upi,Cancelled,15.0,2025-11-26,34.0,12.1
ZM104466,Shaan Tata,Na,Saxena Group Restaurant,Fast Food,271.72,32.0,3.0,Wallet,Cancelled,0.0,2025-05-26,45.0,13.3
ZM104467,Sumer Ramanathan,Mumbai,"Madan, Lad And Sathe Restaurant",Cafe,215.05,28.0,3.0,Card,Pending,0.0,2025-07-02,42.0,3.3
ZM104468,Zara Tripathi,Delhi,Sen Group Restaurant,Chinese,543.57,48.0,3.0,Cash,Cancelled,20.0,2026-01-31,50.0,15.6
ZM104469,Hrishita Bassi,Mumbai,Bahri Llc Restaurant,Biryani,2050.53,67.0,3.0,Wallet,Delivered,5.0,2025-11-07,40.0,13.6
ZM104470,Nitya Gade,Bangalore,Bedi-Amble Restaurant,North Indian,2262.92,26.0,3.0,Upi,Pending,0.0,2025-12-17,44.0,17.5
ZM104471,Kabir Batta,Na,Vig-Bath Restaurant,Desserts,1047.97,28.0,1.0,Upi,Delivered,20.0,2025-07-29,34.0,21.4
ZM104472,Krish Bahri,Delhi,"Chaudhary, Krishnan And Kala Restaurant",Desserts,2324.41,19.0,1.0,Wallet,Cancelled,0.0,2025-05-28,38.0,3.2
ZM104473,Rati Bal,Bangalore,"Buch, Savant And Swaminathan Restaurant",South Indian,817.31,67.0,2.0,Card,Cancelled,20.0,2025-11-10,50.0,15.9
ZM104474,Azad Ganesh,Delhi,"Barad, Anne And Shroff Restaurant",Cafe,1857.12,18.0,3.0,Upi,Cancelled,20.0,2025-05-22,19.0,20.7
ZM104475,Fateh Gaba,Bangalore,"Gandhi, Chand And Sekhon Restaurant",Cafe,278.65,46.0,1.0,Wallet,Delivered,10.0,2025-10-27,32.0,52.38657551274083
ZM104476,Bhavin Gera,Kolkata,Sandhu Llc Restaurant,Desserts,1902.15,86.0,3.0,Upi,Cancelled,15.0,2026-02-20,23.0,2.3
ZM104477,Anvi Mall,Kolkata,Dubey-Sarna Restaurant,Italian,1593.07,36.0,3.0,Card,Pending,15.0,2025-06-30,40.0,21.3
ZM104478,Ira Karpe,Chandigarh,Krish-Bhargava Restaurant,Fast Food,368.0,24.0,1.0,Upi,Delivered,0.0,2025-09-27,58.0,20.6
ZM104479,Jivika Rege,Chandigarh,"Basak, Halder And Chada Restaurant",South Indian,1672.13,90.0,5.0,Cash,Pending,20.0,2025-06-28,36.0,2.4
ZM104480,Yuvraj  Jani,Hyderabad,Chandran-Desai Restaurant,South Indian,2169.55,38.0,3.0,Cash,Cancelled,0.0,2026-01-28,59.0,23.2
ZM104481,Pranay Agrawal,Mumbai,"D’Alia, Chad And Ahluwalia Restaurant",Cafe,1133.61,66.0,3.0,Upi,Cancelled,15.0,2026-01-06,31.0,21.0
ZM104482,Nirvaan Talwar,Pune,Bhatti Ltd Restaurant,Desserts,798.46,86.0,3.0,Wallet,Delivered,15.0,2026-05-01,44.0,24.7
ZM104483,Kimaya Kamdar,Delhi,"Soni, Bir And Butala Restaurant",Italian,514.55,24.0,2.0,Wallet,Cancelled,5.0,2026-01-08,41.0,5.6
ZM104484,Kismat Sridhar,Jaipur,"Chandra, De And Sankar Restaurant",Italian,394.85,89.0,3.0,Wallet,Pending,0.0,2025-09-05,33.0,14.9
ZM104485,Hansh Bassi,Mumbai,Chana-Khurana Restaurant,Cafe,696.63,52.38657551274083,4.0,Wallet,Pending,0.0,2025-09-03,45.0,15.3
ZM104486,Unknown,Kolkata,Agarwal-Chatterjee Restaurant,Cafe,1205.83,74.0,3.0,Upi,Pending,20.0,2026-03-24,34.0,4.3
ZM104487,Rhea Kaur,Mumbai,Gandhi Ltd Restaurant,Desserts,1316.1093020833334,34.0,2.0,Upi,Cancelled,15.0,2025-10-15,26.0,14.0
ZM104488,Myra Tata,Delhi,"Gopal, Sarna And Tiwari Restaurant",South Indian,1829.18,47.0,3.0,Card,Delivered,10.0,2026-04-04,41.0,4.3
ZM104489,Shamik Rana,Bangalore,"Wali, Bassi And Jain Restaurant",North Indian,795.84,52.0,3.0,Cash,Pending,0.0,2026-03-06,49.0,5.5
ZM104490,Vritika Dewan,Hyderabad,Dhaliwal-Sood Restaurant,South Indian,1930.61,30.0,3.0,Wallet,Delivered,15.0,2026-03-08,38.5,52.38657551274083
ZM104491,Ishaan Wadhwa,Delhi,Mand Plc Restaurant,South Indian,1423.7,23.0,3.0,Cash,Delivered,15.0,2025-05-27,38.5,21.7
ZM104492,Tanya Anne,Kolkata,"Manne, Bose And Sengupta Restaurant",Fast Food,247.99,47.0,4.0,Upi,Pending,10.0,2025-06-18,26.0,20.8
ZM104493,Raunak Viswanathan,Bangalore,Bose Plc Restaurant,Biryani,1640.59,60.0,1.0,Cash,Pending,0.0,2025-12-12,31.0,11.2
ZM104494,Aarush Banik,Bangalore,"Kale, Kapur And Venkatesh Restaurant",South Indian,900.0,75.0,5.0,Cash,Delivered,0.0,2025-12-22,44.0,2.5
ZM104495,Charvi Shetty,Hyderabad,Sami Group Restaurant,Chinese,2290.4,66.0,3.0,Wallet,Delivered,15.0,2025-12-18,39.0,23.8
ZM104496,Pihu Cherian,Mumbai,Kota Inc Restaurant,Chinese,2136.07,22.0,4.0,Card,Cancelled,20.0,2025-11-14,38.5,7.6
ZM104497,Ishita Contractor,Delhi,Bose And Sons Restaurant,Cafe,1578.02,28.0,2.0,Upi,Delivered,5.0,2025-07-03,52.0,4.5
ZM104498,Pranay Amble,Pune,"Rama, Anne And Sandhu Restaurant",Chinese,2279.61,72.0,3.0,Cash,Cancelled,5.0,2026-04-03,54.0,21.2
ZM104499,Vaibhav Arora,Na,"Gopal, Dash And Loyal Restaurant",South Indian,371.42,33.0,2.0,Upi,Delivered,20.0,2026-03-24,36.0,19.2
ZM104500,Dishani Chakrabarti,Delhi,Sachdev-Dyal Restaurant,Biryani,172.47,52.0,1.0,Card,Delivered,0.0,2025-07-06,21.0,23.4
ZM104501,Siya Bhatia,Na,Badami-Dhar Restaurant,Chinese,640.8,63.0,3.0,Cash,Delivered,10.0,2025-10-17,57.0,10.2
ZM104502,Sumer Suri,Na,Warrior Plc Restaurant,Fast Food,995.28,87.0,3.0,Upi,Cancelled,15.0,2025-10-07,51.0,9.7
ZM104503,Raunak Mahal,Kolkata,"Sengupta, Rajagopalan And Johal Restaurant",Chinese,1703.8,22.0,3.0,Wallet,Delivered,20.0,2025-09-17,56.0,5.5
ZM104504,Shayak Kakar,Pune,Tiwari-Dave Restaurant,Desserts,2462.94,58.0,1.0,Wallet,Delivered,5.0,2026-03-09,26.0,1.3
ZM104505,Aarav Keer,Delhi,Lad-Toor Restaurant,Italian,1275.6,80.0,3.0,Cash,Delivered,20.0,2025-08-06,50.0,13.1
ZM104506,Ayesha Kara,Chandigarh,Jani Llc Restaurant,Fast Food,975.41,76.0,3.0,Wallet,Cancelled,5.0,2025-08-29,38.5,12.5
ZM104507,Jayan Viswanathan,Pune,Gara-Ganesan Restaurant,Biryani,1455.32,67.0,3.0,Upi,Pending,0.0,2025-06-26,54.0,17.4
ZM104508,Badal Shere,Chandigarh,Suri Plc Restaurant,Cafe,492.25,49.0,3.0,Upi,Pending,10.0,2025-11-06,37.0,4.6
ZM104509,Mishti Dhawan,Pune,"Shankar, Trivedi And Barad Restaurant",Fast Food,787.28,77.0,3.0,Card,Cancelled,0.0,2026-03-03,54.0,13.0
ZM104510,Advika Iyer,Delhi,Yadav Plc Restaurant,North Indian,603.63,52.38657551274083,3.0,Card,Cancelled,0.0,2026-01-18,51.0,2.6
ZM104511,Tushar Soman,Bangalore,"Sarma, Singhal And Bera Restaurant",Cafe,690.84,38.0,3.0,Card,Delivered,15.0,2025-11-14,19.0,19.2
ZM104512,Divij Gour,Kolkata,Sawhney Llc Restaurant,South Indian,1267.66,37.0,3.0,Wallet,Delivered,10.0,2026-02-05,33.0,20.0
ZM104513,Kavya Kala,Chandigarh,Chaudhary Inc Restaurant,Desserts,613.19,31.0,3.0,Wallet,Cancelled,15.0,2025-06-19,32.0,10.2
ZM104514,Vidur Tata,Delhi,Jhaveri-Wable Restaurant,South Indian,472.98,29.0,3.0,Card,Delivered,20.0,2025-12-16,20.0,8.0
ZM104515,Mahika Borde,Delhi,"Sane, Saha And Kara Restaurant",North Indian,1066.05,59.0,2.0,Cash,Delivered,0.0,2025-09-19,25.0,7.6
ZM104516,Kashvi Sem,Delhi,Mangat Inc Restaurant,Biryani,2030.62,64.0,4.0,Wallet,Cancelled,20.0,2025-07-29,22.0,24.3
ZM104517,Taran Dugar,Bangalore,"Seth, Dar And Kata Restaurant",Biryani,1563.11,75.0,3.0,Card,Cancelled,0.0,2025-09-23,57.0,4.1
